date,sales,expenses,marketing_spend,employee_count,seasonality,competition_level,customer_satisfaction,market_growth,profit,month,expense_ratio,marketing_ratio,profit_margin,sales_per_employee,marketing_efficiency,year,quarter,day_of_year,day_of_week,is_quarter_end,sales_lag_7,profit_lag_7,sales_growth
2021-03-31,22361.086453829514,14142.88563953308,2378.9868869825627,9.0,0.9992500112396835,2,2.995800563996451,0.8445445445445446,-1360.786072686129,3,0.6324775707448239,0.10638959300544819,-6.085509644157221,2484.565161536613,9.39941559837333,2021,1,90,2,1,22811.06013529825,-4098.60953651757,4.412172774336898
2021-04-01,22230.826917558268,13501.86853283612,2157.7320287950065,6.0,0.9997685019798909,1,4.191398707758909,0.8450450450450451,1771.2263559271414,4,0.607348911622002,0.09706035842916823,7.96743352145933,3705.1378195930447,10.302867372262698,2021,2,91,3,0,24833.466449147567,-527.7256852657529,-0.5825277610736923
2021-04-02,22994.330132145395,13946.83525909265,2076.04256007351,10.0,0.9999907397361901,4,1.333964915695058,0.8455455455455456,-1028.547687020765,4,0.606533661948055,0.09028497669394002,-4.473049143462047,2299.4330132145396,11.076039853119003,2021,2,92,4,0,22079.95210146375,2309.009983142889,3.4344346137844317
2021-04-03,22818.84110560709,14002.408235385954,2900.6422161822575,10.0,0.9999166586547379,2,2.9240083734224487,0.846046046046046,-2084.2093459611206,4,0.613633627167212,0.1271161056233266,-9.133721280214289,2281.884110560709,7.866823760029459,2021,2,93,5,0,22417.501747792023,1075.1190573914591,-0.7631839045964428
2021-04-04,22117.73125679811,12701.22219518848,2982.0913772396752,11.0,0.9995462806873573,2,2.7607497541271475,0.8465465465465466,-2365.5823156300457,4,0.5742552003964977,0.13482808623615494,-10.695411243424708,2010.7028415271009,7.416852288835975,2021,2,94,6,0,24470.709068856166,2699.413895138192,-3.0725041888157167
2021-04-05,23099.230057390057,14379.093928144168,940.0799058264246,6.0,0.9988797155850336,2,2.4971951901025906,0.8470470470470471,2980.056223419465,4,0.6224923468193224,0.040697456300092916,12.90110629668397,3849.8716762316762,24.57156026229868,2021,2,95,0,0,22832.378764811205,1987.0271368833473,4.437610662668101
2021-04-06,21033.195985258943,12582.035447887634,2536.481839818858,9.0,0.9979171608653922,2,3.328036129536839,0.8475475475475476,-1285.32130244755,4,0.598198935468757,0.12059421885273852,-6.1109177290430035,2337.0217761398826,8.29227146635555,2021,2,96,1,0,21416.16811495524,1825.9303424695245,-8.944168558856946
2021-04-07,22690.171057733653,13949.342943260797,2341.2272964642975,9.0,0.9966589017541702,3,3.808599974545356,0.8480480480480481,-800.3991819914427,4,0.6147746928732978,0.10318244364518885,-3.52751497533835,2521.1301175259614,9.691571207972915,2021,2,97,2,0,22361.086453829514,-1360.786072686129,7.877904402336178
2021-04-08,19556.218483607205,11197.802473644246,2790.5453034178295,7.0,0.9951053111006976,1,4.062127998799444,0.8485485485485486,-32.129293454871004,4,0.5725954883880381,0.1426935021081389,-0.1642919538959081,2793.745497658172,7.008027592189585,2021,2,98,3,0,22230.826917558268,1771.2263559271414,-13.811938949919378
2021-04-09,23731.726198543307,13462.156336117952,1551.3013639821302,6.0,0.9932568492674143,2,3.6927014057603262,0.8490490490490491,3918.2684984432235,4,0.5672641013760003,0.06536824801549208,16.510676322752,3955.287699757218,15.297947097541957,2021,2,99,4,0,22994.330132145395,-1028.547687020765,21.351304284292883
2021-04-10,22692.792586514624,14024.62038092129,1946.1511483506777,11.0,0.9911140639934547,3,2.9674452280851624,0.8495495495495496,-2077.9789427573423,4,0.6180209124748945,0.08576076042343038,-9.15699967218754,2062.9811442286023,11.660344370346717,2021,2,100,5,0,22818.84110560709,-2084.2093459611206,-4.377825714559503
2021-04-11,22732.15274324757,13827.4964089973,3259.652302219015,8.0,0.9886775902323405,3,3.7952131502601336,0.8500500500500501,-754.9959679687445,4,0.6082792318516628,0.14339391165613527,-3.3212691138238584,2841.5190929059463,6.9737967843296085,2021,2,101,6,0,22117.73125679811,-2365.5823156300457,0.17344783187387414
2021-04-12,17692.360539804085,10164.390546703697,1583.8793473435514,9.0,0.9859481499638304,4,3.5994285558806807,0.8505505505505506,-1255.9093542431629,4,0.5745073148286776,0.08952334787549443,-7.09859688546156,1965.8178377560096,11.170270367801269,2021,2,102,0,0,23099.230057390057,2980.056223419465,-22.17032526732656
2021-04-13,25236.599529319054,14707.128176954084,3600.1920888333466,6.0,0.9829265519799822,3,4.2488449343488135,0.851051051051051,2129.2792635316237,4,0.582769804619193,0.1426575749498565,8.437266918856864,4206.099921553176,7.009792507348421,2021,2,103,1,0,21033.195985258943,-1285.32130244755,42.64122343958581
2021-04-14,21531.078260769857,13481.364348669298,2293.473791333395,6.0,0.9796136916454901,2,4.121549362345213,0.8515515515515516,956.2401207671628,4,0.6261351236288369,0.1065192260023577,4.441208699284956,3588.5130434616426,9.387976589107641,2021,2,104,2,0,22690.171057733653,-800.3991819914427,-14.68312426261804
2021-04-15,23918.73476512803,13756.534912643154,2185.6058396802905,7.0,0.9760105506323683,4,3.524381131136503,0.8520520520520521,2376.594012804584,4,0.5751363961232303,0.09137631489048337,9.936119264424908,3416.962109304004,10.943754967559407,2021,2,105,3,0,19556.218483607205,-32.129293454871004,11.089349429882201
2021-04-16,21151.20785612199,13512.061190301174,1137.6074255495896,8.0,0.9721181966290613,2,2.7821975950709943,0.8525525525525526,101.53924027122594,4,0.6388316583249052,0.05378451355062077,0.48006355458247035,2643.9009820152487,18.592712548358787,2021,2,106,4,0,23731.726198543307,3918.2684984432235,-11.570540566555865
2021-04-17,24817.408413119956,14440.134680548039,2545.0968266090913,6.0,0.9679377830240642,3,2.977639875334335,0.8530530530530531,3032.176905962826,4,0.5818550607771812,0.10255288482352581,12.21794337058916,4136.234735519993,9.751066503110192,2021,2,107,5,0,22692.792586514624,-2077.9789427573423,17.333291705782305
2021-04-18,20949.450050696934,12888.86599322235,2029.2616213290032,8.0,0.9634705485641488,3,3.0601685122895734,0.8535535535535536,-368.67756385441953,4,0.6152364841096901,0.0968646726486023,-1.7598436377195235,2618.681256337117,10.323681200345536,2021,2,108,6,0,22732.15274324757,-754.9959679687445,-15.58566590852488
2021-04-19,21660.05383600991,12831.723063731451,1586.0968127161013,5.0,0.9587178169872964,2,3.2477869328669953,0.8540540540540541,3242.233959562356,4,0.5924141814642524,0.07322681765819115,14.968725304699529,4332.010767201982,13.656199080886045,2021,2,109,0,0,17692.360539804085,-1255.9093542431629,3.3919925515626392
2021-04-20,25200.06081560611,15421.630204904837,2158.6059111134227,6.0,0.9536809966304457,3,3.7144403420718026,0.8545545545545546,2819.82469958785,4,0.6119679757024394,0.08565875800492603,11.189753549489708,4200.010135934352,11.674229504267297,2021,2,110,1,0,25236.599529319054,2129.2792635316237,16.34348190636039
2021-04-21,20565.5857081938,12067.294423859184,1170.2004086416632,10.0,0.9483615800121715,4,4.072139512102447,0.8550550550550551,-671.909124307047,4,0.5867712495565491,0.05690090354078409,-3.267152872963609,2056.5585708193803,17.574413370839423,2021,2,111,2,0,21531.078260769857,956.2401207671628,-18.390729853089205
2021-04-22,22688.77719513703,13531.869864046072,3468.098132405516,10.0,0.9427611433904207,5,3.4591050455876977,0.8555555555555556,-2311.1908013145567,4,0.5964124795119592,0.15285522452698977,-10.186493443154454,2268.877719513703,6.542138177445346,2021,2,112,3,0,23918.73476512803,2376.594012804584,10.324002034609215
2021-04-23,23733.499372441816,14260.55921116295,3311.895424413298,8.0,0.9368813462954315,3,3.512899830320378,0.8560560560560561,-238.95526313443224,4,0.6008620552484399,0.13954517926079243,-1.0068269300897763,2966.687421555227,7.166137915313617,2021,2,113,4,0,21151.20785612199,101.53924027122594,4.604576828092366
2021-04-24,25089.87189864466,14552.829411296058,2206.9150862312426,6.0,0.9307239310379795,3,3.614645044000003,0.8565565565565566,3530.127401117359,4,0.5800280475757309,0.08796039673484579,14.069929951727076,4181.645316440777,11.368752724188736,2021,2,114,5,0,24817.408413119956,3032.176905962826,5.7150127965444275
2021-04-25,22442.209350067344,13835.737782750468,3257.456445009041,6.0,0.9242907221930933,2,3.087275749494128,0.8570570570570571,549.0151223078346,4,0.6165051562852901,0.14514865244313685,2.446350596520869,3740.368225011224,6.889488694300886,2021,2,115,6,0,20949.450050696934,-368.67756385441953,-10.552714494809123
2021-04-26,23153.04186735602,13635.21833717782,1675.5309990785986,8.0,0.9175836260593937,2,2.759686193885635,0.8575575575575576,1442.2925310996015,4,0.5889169300212951,0.07236764001368505,6.229386787975887,2894.1302334195025,13.818330953046079,2021,2,116,0,0,21660.05383600991,3242.233959562356,3.1673909916830167
2021-04-27,25934.79347800149,15446.576129130885,3521.63955446551,10.0,0.9106046300942162,3,2.095649682151432,0.8580580580580581,-1033.422205594903,4,0.595592794761718,0.1357882243192971,-3.9846941772313564,2593.4793478001493,7.3644088433512875,2021,2,117,1,0,25200.06081560611,2819.82469958785,12.01462696168456
2021-04-28,21328.33642096769,12299.827165276358,2687.65666686468,10.0,0.9033558023246845,3,2.943880513538502,0.8585585585585586,-1659.1474111733469,4,0.5766894765024669,0.12601342241687774,-7.779075584827395,2132.833642096769,7.935662573243975,2021,2,118,2,0,20565.5857081938,-671.909124307047,-17.76168783044718
2021-04-29,23557.078347542847,12853.080179128054,3805.7646533297216,8.0,0.895839290734909,5,3.8785163626142296,0.8590590590590591,498.2335150850722,4,0.545614358007546,0.16155503654495793,2.1150055526178657,2944.634793442856,6.189841068320502,2021,2,119,3,0,22688.77719513703,-2311.1908013145567,10.449675411084103
2021-04-30,24509.367655716986,14610.106712130106,1784.3188608496712,6.0,0.8880573226294932,3,2.937670849568346,0.8595595595595596,3314.9420827372087,4,0.5961029642770973,0.0728015053637447,13.52520444142905,4084.8946092861643,13.735979702666999,2021,2,120,4,0,23733.499372441816,-238.95526313443224,4.042476295764708
2021-05-01,24612.832750673704,15974.007361210679,3334.331122726806,9.0,0.8800122039735357,3,3.309754370059248,0.8600600600600601,-1895.5057332637807,5,0.6490113317319575,0.13547124609764954,-7.701290430342264,2734.7591945193003,7.381640228504182,2021,2,121,5,0,25089.87189864466,3530.127401117359,0.42214510145708317
2021-05-02,23363.85014632844,14410.612231746076,1568.4727135535477,7.0,0.8717063187093218,3,3.8731450299298533,0.8605605605605606,1784.7652010288175,5,0.6167909887065707,0.06713245906518658,7.63900294622155,3337.69287804692,14.895923878328151,2021,2,122,6,0,22442.209350067344,549.0151223078346,-5.074517902906061
2021-05-03,24379.4668756521,14618.04993552406,3208.770545827897,8.0,0.8631421280499114,4,3.916551597138135,0.8610610610610611,152.64639430014086,5,0.5996049876760506,0.13161774874710294,0.6261268758612175,3047.4333594565123,7.597759493071493,2021,2,123,0,0,23153.04186735602,1442.2925310996015,4.346957898474879
2021-05-04,19450.702013643655,11538.97579358206,1088.218992063122,11.0,0.854322169749827,4,2.6363737182671687,0.8615615615615616,-1976.4927720015266,5,0.5932421249108679,0.05594754324547222,-10.161549802239115,1768.2456376039686,17.873885822161263,2021,2,124,1,0,25934.79347800149,-1033.422205594903,-20.216868921489116
2021-05-05,25193.11788328879,15127.103676379296,3082.974667557563,10.0,0.8452490573530633,3,4.297647485162913,0.8620620620620622,-1016.9604606480698,5,0.6004458736095334,0.12237368482297205,-4.036659794787228,2519.3117883288787,8.171691499251802,2021,2,125,2,0,21328.33642096769,-1659.1474111733469,29.52292346886569
2021-05-06,22292.374601127613,13648.984318264173,2331.3317379439095,9.0,0.8359254794186372,3,4.401880071484388,0.8625625625625626,-887.9414550804695,5,0.6122714409066932,0.10457978477653897,-3.9831622739533312,2476.9305112364013,9.562077433384967,2021,2,126,3,0,23557.078347542847,498.2335150850722,-11.51403052055463
2021-05-07,21906.352499691493,12553.405092160474,2152.8696877583006,6.0,0.8263541987239096,4,2.596120114225152,0.8630630630630631,2400.0777197727184,5,0.573048621048952,0.09827604516948311,10.95608098064942,3651.0587499485823,10.175419638381236,2021,2,127,4,0,24509.367655716986,3314.9420827372087,-1.7316329388103568
2021-05-08,20644.941975406273,12944.1260325782,1253.2331273358664,9.0,0.8165380514459161,1,2.8409305042870767,0.8635635635635636,-752.4171845077944,5,0.6269877652355801,0.060704124469267436,-3.6445594538561914,2293.882441711808,16.47334524207277,2021,2,128,5,0,24612.832750673704,-1895.5057332637807,-5.75819513678959
2021-05-09,22196.74720493725,13675.738980682974,3166.837596419465,11.0,0.8064799463209448,4,4.452872546516954,0.8640640640640641,-3445.829372165188,5,0.6161145529305782,0.14267124670028505,-15.524028545041624,2017.8861095397501,7.009120780312085,2021,2,129,6,0,23363.85014632844,1784.7652010288175,7.51663643026752
2021-05-10,22286.71949131792,13731.124557644718,1682.629954502883,8.0,0.7961828637826158,3,3.3825171829957594,0.8645645645645647,472.96497917031775,5,0.6161124145253345,0.07549922074257602,2.122183030816031,2785.83993641474,13.245169819826677,2021,2,130,0,0,24379.4668756521,152.64639430014086,0.40533996062563915
2021-05-11,21420.27646538047,13071.403748633145,2689.847201393766,12.0,0.7856498550787147,3,1.7241776420385193,0.8650650650650651,-3940.974484646442,5,0.6102350625473577,0.12557481252593108,-18.398336226032654,1785.0230387817057,7.963380393608001,2021,2,131,1,0,19450.702013643655,-1976.4927720015266,-3.8877100161599953
2021-05-12,22848.219471134707,13718.74001152782,1633.3616118525874,12.0,0.7748840413670407,3,2.380254796213851,0.8655655655655656,-2103.8821522457,5,0.6004292819779409,0.07148747909727034,-9.20807923306076,1904.0182892612256,13.988463611079885,2021,2,132,2,0,25193.11788328879,-1016.9604606480698,6.666314545762675
2021-05-13,23712.239620828565,14563.774390480548,2470.741905065784,12.0,0.7638886127905428,4,3.300504299862015,0.8660660660660661,-2922.2766747177684,5,0.6141880574489427,0.10419690187743853,-12.32391676807649,1976.0199684023803,9.597214331537888,2021,2,133,3,0,22292.374601127613,-887.9414550804695,3.7815644706381546
2021-05-14,23181.039743239002,14204.530912814089,2493.0701279057457,10.0,0.7526668275320085,1,2.5695658797723184,0.8665665665665666,-1516.5612974808328,5,0.6127650472173921,0.10754781301959833,-6.542248813162724,2318.1039743239003,9.298190004270669,2021,2,134,4,0,21906.352499691493,2400.0777197727184,-2.2401927699944535
2021-05-15,20999.769570100652,12422.84138658988,1822.1570923048282,10.0,0.7412220108485958,4,3.169260983490847,0.8670670670670672,-1245.2289087940562,5,0.5915703667661881,0.08677033746595032,-5.929726536461646,2099.9769570100652,11.524675703749699,2021,2,135,5,0,20644.941975406273,-752.4171845077944,-9.409716722368078
2021-05-16,24766.64283059792,14573.184811910302,1151.686956969351,12.0,0.7295575540864875,3,3.525916970946863,0.8675675675675676,-558.2289382817326,5,0.5884198723092933,0.04650153696029002,-2.2539548137387,2063.8869025498266,21.504665552322493,2021,2,136,6,0,22196.74720493725,-3445.829372165188,17.937688544261544
2021-05-17,23216.539746451763,13980.851995502051,1478.8843093196479,10.0,0.717676913675962,3,4.669803683227784,0.8680680680680681,-243.1965583699366,5,0.6021936149050281,0.06369960060674715,-1.0475142334985768,2321.6539746451763,15.698685556500628,2021,2,137,0,0,22286.71949131792,472.96497917031775,-6.258834088853915
2021-05-18,19937.609814571424,12737.075964490448,1729.6451703438827,8.0,0.705583610107178,2,3.2676368670177687,0.8685685685685686,-929.1113202629067,5,0.6388466863857243,0.08675288494610671,-4.660093807151671,2492.201226821428,11.526994181475667,2021,2,138,1,0,21420.27646538047,-3940.974484646442,-14.123249923070325
2021-05-19,23560.69149326539,13516.861358132282,2780.7685412298397,8.0,0.6932812268869777,3,4.358033439658207,0.8690690690690691,393.49305916036883,5,0.5737039323313561,0.11802576091727601,1.6701252561829318,2945.0864366581736,8.472726566032458,2021,2,139,2,0,22848.219471134707,-2103.8821522457,18.172096416723083
2021-05-20,22057.335836698177,12500.638869142686,3222.28265755534,10.0,0.6807734094770161,3,4.643008129629417,0.8695695695695697,-1665.585689999848,5,0.5667338504383012,0.14608666619629673,-7.551164394154567,2205.7335836698176,6.845251699127007,2021,2,140,3,0,23712.239620828565,-2922.2766747177684,-6.380779006409609
2021-05-21,21701.776247245878,13103.446168965784,913.8500461282088,7.0,0.6680638642135335,3,4.647447735481661,0.8700700700700701,2084.480032151885,5,0.6037960220250963,0.04210945849394163,9.605112541958041,3100.253749606554,23.747633804026993,2021,2,141,4,0,23181.039743239002,-1516.5612974808328,-1.61197885404063
2021-05-22,25050.719470996606,15055.875533525972,2288.9658605954555,9.0,0.6551563572090853,4,3.7278036747084546,0.8705705705705706,505.8780768751785,5,0.6010156934198024,0.09137325829086826,2.0194153603487415,2783.4132745551783,10.944121055820322,2021,2,142,5,0,20999.769570100652,-1245.2289087940562,15.431654928133987
